ablation,country,n_scenarios,jsd,pearson_r,spearman_rho,mae,rmse,mis,cosine_sim,n_criteria,flip_rate,mean_reliability_r,std_reliability_r,mean_bootstrap_var,std_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,mean_positional_bias,std_positional_bias,mean_delta_consensus,mean_delta_opt,mean_delta_opt_micro,std_delta_opt_micro,final_delta_country,final_alpha_h,prior_steps,util_slope_hat,util_slope_se,util_n_obs,elapsed_sec,model_Species_Humans,human_Species_Humans,model_Gender_Female,human_Gender_Female,model_Age_Young,human_Age_Young,model_Fitness_Fit,human_Fitness_Fit,model_SocialValue_High,human_SocialValue_High,model_Utilitarianism_More,human_Utilitarianism_More,abserr_Age_Young,signerr_Age_Young,abserr_Fitness_Fit,signerr_Fitness_Fit,abserr_Gender_Female,signerr_Gender_Female,abserr_SocialValue_High,signerr_SocialValue_High,abserr_Species_Humans,signerr_Species_Humans,abserr_Utilitarianism_More,signerr_Utilitarianism_More,seed
No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,MEX,310,0.0468993162282765,0.3622590859016851,0.3142857142857143,18.074782013021835,19.536186011972134,0.47853687249429955,0.36225908590168493,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09293365295856229,,0.09293365295856229,0.04343938333709199,0.09164668122183385,0.9279215377612339,313,0.0023420766558491673,0.011602050809757134,20,0.3054986000061035,50.243758061136305,73.51089928332725,50.07479121581555,57.00669423286785,50.016279515636185,75.21584517573521,49.993985969856766,58.8650744273124,49.82512664625764,69.57387786903246,50.377717829232196,74.8079603277905,25.199565660099026,-25.199565660099026,8.871088457455635,-8.871088457455635,6.931903017052299,-6.931903017052299,19.74875122277482,-19.74875122277482,23.267141222190943,-23.267141222190943,24.4302424985583,-24.4302424985583,42
No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),MEX,310,0.04753353977194299,-0.6466172384211066,-0.5428571428571429,18.183960024147222,19.66635229111074,0.4817252821503622,-0.6466172384211063,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.04040898945062391,,-0.04040898945062391,0.013694972350457087,0.0,0.0,0,0.0003329902887344687,0.005795254405614979,20,0.3120081424713135,49.987188279628754,73.51089928332725,49.98914395059858,57.00669423286785,49.96994962294897,75.21584517573521,50.01675456762313,58.8650744273124,49.94927253574133,69.57387786903246,49.96428221464157,74.8079603277905,25.245895552786244,-25.245895552786244,8.84831985968927,-8.84831985968927,7.017550282269269,-7.017550282269269,19.62460533329113,-19.62460533329113,23.523711003698494,-23.523711003698494,24.843678113148925,-24.843678113148925,42
No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),MEX,310,0.04738364744946252,0.12337110818351038,0.08571428571428573,18.17607687348453,19.65227212042951,0.48138038981375914,0.12337110818351037,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08935382443089639,0.041733854380930475,0.0035798285276659072,,0.0035798285276659072,0.007775088527514794,0.0,0.0,0,0.000520795583725001,0.0010807148016433032,20,0.3289906978607178,49.96093809604645,73.51089928332725,50.027502902916495,57.00669423286785,50.02279420693715,75.21584517573521,49.937070459127426,58.8650744273124,49.978839717805386,69.57387786903246,49.99674469232559,74.8079603277905,25.19305096879806,-25.19305096879806,8.928003968184974,-8.928003968184974,6.979191329951355,-6.979191329951355,19.595038151227072,-19.595038151227072,23.5499611872808,-23.5499611872808,24.811215635464904,-24.811215635464904,42
No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),MEX,310,0.04678431798190606,0.23971158022046252,0.14285714285714288,18.160700253785546,19.608807269203705,0.480315722741267,0.23971158022046246,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09293365295856229,,0.09293365295856229,0.04343938333709199,0.0,0.0,0,0.004706573486328182,0.012195558635635107,20,0.3078892230987549,49.75128710269928,73.51089928332725,50.13679436274937,57.00669423286785,50.08541941642761,75.21584517573521,49.76742297410965,58.8650744273124,49.55957353115082,69.57387786903246,50.715652406215675,74.8079603277905,25.1304257593076,-25.1304257593076,9.09765145320275,-9.09765145320275,6.869899870118481,-6.869899870118481,20.01430433788164,-20.01430433788164,23.75961218062797,-23.75961218062797,24.09230792157482,-24.09230792157482,42
Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),MEX,310,0.0467808380513803,0.2483295033964749,0.2571428571428572,18.16973547176041,19.617260310971837,0.48052277913233055,0.2483295033964748,6,0.0,1.0,0.0,0.00019195744544397772,0.0002980835765280034,0.31714101178992177,0.3149971874971544,0.2933480464162365,0.0,0.0,0.09293365295856229,,0.09224401255769114,0.04339504385266636,0.0,0.0,0,0.004615524411201489,0.012190407911178975,20,0.49498581886291504,49.792598485946655,73.51089928332725,50.09474158287048,57.00669423286785,50.01346240441005,75.21584517573521,49.784594078858696,58.8650744273124,49.57485221326351,69.57387786903246,50.70168972015381,74.8079603277905,25.202382771325162,-25.202382771325162,9.080480348453705,-9.080480348453705,6.911952649997367,-6.911952649997367,19.999025655768946,-19.999025655768946,23.718300797380593,-23.718300797380593,24.106270607636688,-24.106270607636688,42
No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),MEX,310,0.04678431798190606,0.23971158022046252,0.14285714285714288,18.160700253785546,19.608807269203705,0.480315722741267,0.23971158022046246,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09293365295856229,,0.09293365295856229,0.04343938333709199,0.0,0.0,0,0.004706573486328182,0.012195558635635107,20,0.3019576072692871,49.75128710269928,73.51089928332725,50.13679436274937,57.00669423286785,50.08541941642761,75.21584517573521,49.76742297410965,58.8650744273124,49.55957353115082,69.57387786903246,50.715652406215675,74.8079603277905,25.1304257593076,-25.1304257593076,9.09765145320275,-9.09765145320275,6.869899870118481,-6.869899870118481,20.01430433788164,-20.01430433788164,23.75961218062797,-23.75961218062797,24.09230792157482,-24.09230792157482,42
Full SWA-DPBR,COL,310,0.046223375634958805,-0.6765719622210752,-0.6571428571428573,18.225047158806344,19.650556215387464,0.4813383588957582,-0.6765719622210751,6,0.43548387096774194,0.9951332123428877,0.00666525468150805,0.00019605031322474965,0.0002699856849694641,0.31630686526336976,0.3189892898163488,0.29448542152681656,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,0.0017565545148118548,0.008972581251655135,0.0021572514652969466,0.9279215377612339,313,0.000219830317301742,0.0006040156774744776,20,0.5353882312774658,50.02771609131942,66.6784983800857,50.00496349674057,57.815395500653246,49.96604284157644,76.29284986160825,49.994556346161914,59.9335818193818,49.95545876112331,72.74717296106235,49.97186081169599,75.80338277866436,26.326807020031808,-26.326807020031808,9.939025473219885,-9.939025473219885,7.810432003912673,-7.810432003912673,22.791714199939037,-22.791714199939037,16.65078228876628,-16.65078228876628,25.831521966968367,-25.831521966968367,42
No-IS (consensus only),COL,310,0.04610201186414485,-0.2441427391973848,-0.2571428571428572,18.212119608784167,19.63319941197481,0.48091320577649016,-0.24414273919738474,6,0.16451612903225807,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,-0.0001288119222848646,0.0032277054923396924,-0.0001886781919347582,0.9279215377612339,313,-0.00032124314388472637,0.00028494156059545844,20,0.3466513156890869,50.01375359149552,66.6784983800857,50.00312154376749,57.815395500653246,49.98173748672276,76.29284986160825,49.994138483356615,59.9335818193818,49.998927352724785,72.74717296106235,50.00648519068351,75.80338277866436,26.31111237488549,-26.31111237488549,9.939443336025185,-9.939443336025185,7.812273956885754,-7.812273956885754,22.748245608337562,-22.748245608337562,16.664744788590177,-16.664744788590177,25.796897587980844,-25.796897587980844,42
Always-on PT-IS,COL,310,0.046277717359080955,-0.39141391933799985,-0.3142857142857143,18.226173502250347,19.65365024420573,0.48141414681430034,-0.3914139193379999,6,0.5032258064516129,1.0,0.0,0.00020069893895575226,0.0002749411490083772,0.31381308844973965,0.3147343890801553,0.28948869162028834,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,0.002211315134885691,0.009601130018658532,0.002146622378432217,0.9279215377612339,313,0.0006746326299757491,0.0008082284257545392,20,0.5270607471466064,49.916378785935116,66.6784983800857,50.07577917622819,57.815395500653246,49.969064703150764,76.29284986160825,49.995821540700106,59.9335818193818,49.92474389888286,72.74717296106235,50.0320521830566,75.80338277866436,26.323785158457483,-26.323785158457483,9.937760278681694,-9.937760278681694,7.739616324425057,-7.739616324425057,22.822429062179488,-22.822429062179488,16.762119594150583,-16.762119594150583,25.771330595607758,-25.771330595607758,42
No debiasing,COL,310,0.04620542585268363,-0.1381078038025408,-0.028571428571428574,18.167343102782667,19.596072635440336,0.48000378919345216,-0.13810780380254076,6,0.9741935483870968,0.989309465421206,0.01746141154381523,0.0004363689314134767,0.0007260131195636907,0.46675227928546165,0.46583333669170257,0.43856156939460383,0.0,0.0,-0.03574166407267893,,0.02867657075591025,0.021409050195728346,0.022546608219563696,0.9279215377612339,313,0.0009202019607891855,0.0035666160407147444,20,0.5125598907470703,50.14982442369451,66.6784983800857,50.10262352958917,57.815395500653246,50.020550892734164,76.29284986160825,49.988887523822065,59.9335818193818,49.86778381605206,72.74717296106235,50.13715249886772,75.80338277866436,26.272298968874082,-26.272298968874082,9.944694295559735,-9.944694295559735,7.712771971064079,-7.712771971064079,22.879389145010286,-22.879389145010286,16.528673956391188,-16.528673956391188,25.666230279796636,-25.666230279796636,42
Without persona,COL,310,0.04602511954698107,0.27766257349657764,0.3142857142857143,18.229734724472127,19.646143858632964,0.4812302786696417,0.2776625734965777,6,0.23548387096774193,0.9949592493600382,0.006921118297114321,0.00020311867218447902,0.0002812983706605058,0.31915513666406753,0.3186207385793809,0.2941526366337653,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.003135573303875243,0.010651746274036245,0.0039958324428669666,0.9279215377612339,313,0.00025739419068723226,0.0007935597556906708,20,0.5260796546936035,50.01704011369099,66.6784983800857,49.97856483779295,57.815395500653246,50.00279371905768,76.29284986160825,49.95410175149993,59.9335818193818,49.95089269116776,72.74717296106235,49.98907984141361,75.80338277866436,26.29005614255057,-26.29005614255057,9.979480067881873,-9.979480067881873,7.836830662860294,-7.836830662860294,22.796280269894588,-22.796280269894588,16.66145826639471,-16.66145826639471,25.814302937250744,-25.814302937250744,42
No country prior (a_h=0),COL,310,0.04653137989014144,-0.8534982796531928,-0.8285714285714287,18.237347775308645,19.67557321970857,0.4819511478505554,-0.8534982796531927,6,0.4258064516129032,0.9948859550211427,0.006082893717534669,0.000205837120116205,0.00024584939288087185,0.3191547837949568,0.31497455840149235,0.29394711275254526,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,0.0020811853021563543,0.008944934838104301,0.0,0.0,0,0.00036468803882601765,0.001015440421471387,20,0.5347108840942383,49.97916504740715,66.6784983800857,50.03564532314028,57.815395500653246,49.90725407997767,76.29284986160825,50.04140834013621,59.9335818193818,50.006078369915485,72.74717296106235,49.87724348902702,75.80338277866436,26.385595781630578,-26.385595781630578,9.892173479245592,-9.892173479245592,7.779750177512966,-7.779750177512966,22.74109459114686,-22.74109459114686,16.69933333267855,-16.69933333267855,25.926139289637334,-25.926139289637334,42
No-IS (consensus only) + Always-on PT-IS,COL,310,0.04610201186414485,-0.2441427391973848,-0.2571428571428572,18.212119608784167,19.63319941197481,0.48091320577649016,-0.24414273919738474,6,0.16451612903225807,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,-0.0001288119222848646,0.0032277054923396924,-0.0001886781919347582,0.9279215377612339,313,-0.00032124314388472637,0.00028494156059545844,20,0.3511195182800293,50.01375359149552,66.6784983800857,50.00312154376749,57.815395500653246,49.98173748672276,76.29284986160825,49.994138483356615,59.9335818193818,49.998927352724785,72.74717296106235,50.00648519068351,75.80338277866436,26.31111237488549,-26.31111237488549,9.939443336025185,-9.939443336025185,7.812273956885754,-7.812273956885754,22.748245608337562,-22.748245608337562,16.664744788590177,-16.664744788590177,25.796897587980844,-25.796897587980844,42
No-IS (consensus only) + No debiasing,COL,310,0.0461131276761567,-0.060932409485706,-0.48571428571428577,18.231649878030783,19.651529652905847,0.4813622031479234,-0.060932409485706024,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.03574166407267893,,-0.03574166407267893,0.012757642385312991,-0.03424863772801806,0.9279215377612339,313,-0.0005481949651719587,0.004391685076826183,20,0.3254096508026123,49.87684672301763,66.6784983800857,50.01310649591984,57.815395500653246,49.98750497094555,76.29284986160825,50.00911975531371,59.9335818193818,49.987063766689026,72.74717296106235,50.00734032138523,75.80338277866436,26.305344890662695,-26.305344890662695,9.924462064068088,-9.924462064068088,7.802289004733403,-7.802289004733403,22.76010919437332,-22.76010919437332,16.80165165706807,-16.80165165706807,25.79604245727913,-25.79604245727913,42
No-IS (consensus only) + Without persona,COL,310,0.046156533935546404,-0.30125501740054383,-0.2571428571428572,18.22861000169595,19.650817536753742,0.4813447599358208,-0.30125501740054383,6,0.18387096774193548,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.0030021419928919885,0.008089894042312402,0.003320176265873618,0.9279215377612339,313,0.0005609235096378012,0.0008170201031586493,20,0.33747386932373047,50.0011798640306,66.6784983800857,50.00854205502061,57.815395500653246,49.968815385465035,76.29284986160825,49.97789245658983,59.9335818193818,49.92988983614951,72.74717296106235,50.01290169402438,75.80338277866436,26.32403447614321,-26.32403447614321,9.955689362791972,-9.955689362791972,7.806853445632633,-7.806853445632633,22.817283124912834,-22.817283124912834,16.677318516055102,-16.677318516055102,25.79048108463998,-25.79048108463998,42
No-IS (consensus only) + No country prior (a_h=0),COL,310,0.046208129297174626,-0.5988197403540089,-0.6571428571428573,18.226943474713558,19.651643329595803,0.48136498764678376,-0.5988197403540088,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,-0.0001288119222848646,0.0032277054923396924,0.0,0.0,0,-0.0003621369600295871,0.0005472113206463662,20,0.3484182357788086,50.015106350183494,66.6784983800857,50.00533146517617,57.815395500653246,49.98521616061529,76.29284986160825,49.986572762330375,59.9335818193818,49.981282241642475,72.74717296106235,49.93571147322655,75.80338277866436,26.30763370099296,-26.30763370099296,9.947009057051424,-9.947009057051424,7.810064035477076,-7.810064035477076,22.765890719419872,-22.765890719419872,16.663392029902205,-16.663392029902205,25.86767130543781,-25.86767130543781,42
Always-on PT-IS + No debiasing,COL,310,0.04591577570210659,0.17161944414270924,-0.028571428571428574,18.19986695287555,19.613172583768787,0.4804226506737788,0.17161944414270927,6,0.9774193548387097,1.0,0.0,0.000449681980489881,0.0006824619472472408,0.46793389695305976,0.4683624258925838,0.44269585128753414,0.0,0.0,-0.03574166407267893,,0.027664607951057053,0.01953153787513751,0.029659997075178784,0.9279215377612339,313,0.001646899533652153,0.0032791587786185814,20,0.5082004070281982,50.04217612385631,66.6784983800857,50.07418289776046,57.815395500653246,50.00914172192058,76.29284986160825,49.89963341901867,59.9335818193818,49.824208713026,72.74717296106235,50.2223367086204,75.80338277866436,26.28370813968767,-26.28370813968767,10.03394840036313,-10.03394840036313,7.741212602892787,-7.741212602892787,22.922964248036344,-22.922964248036344,16.63632225622939,-16.63632225622939,25.58104607004396,-25.58104607004396,42
Always-on PT-IS + Without persona,COL,310,0.04620042778268525,-0.2644734603862086,-0.3714285714285715,18.232879989996594,19.656924644852726,0.4814943529222862,-0.2644734603862085,6,0.2645161290322581,1.0,0.0,0.00019313627697152764,0.00025150476562797123,0.3161771015774819,0.3148662839205034,0.2919391522484441,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.0033230691892845977,0.010881710070215846,0.004828399560147408,0.9279215377612339,313,0.0007214875580654856,0.0009804406614341704,20,0.5205833911895752,50.07705483398407,66.6784983800857,49.94834167958251,57.815395500653246,49.93272827204353,76.29284986160825,50.00706593067731,59.9335818193818,49.91754061006457,72.74717296106235,49.990870035124146,75.80338277866436,26.360121589564713,-26.360121589564713,9.926515888704493,-9.926515888704493,7.8670538210707335,-7.8670538210707335,22.829632350997777,-22.829632350997777,16.601443546101628,-16.601443546101628,25.81251274354021,-25.81251274354021,42
Always-on PT-IS + No country prior (a_h=0),COL,310,0.04623280818917548,-0.17184970913561334,-0.2,18.188754176255042,19.617376314297296,0.4805256206218889,-0.1718497091356133,6,0.4483870967741935,1.0,0.0,0.00022900513745326262,0.00033457570926484536,0.3151797299904208,0.3144318885380222,0.2917661620724586,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,0.00151498602898491,0.008907211859079278,0.0,0.0,0,-0.0004302814602851955,0.0012028024658839167,20,0.5253276824951172,50.12684151530266,66.6784983800857,49.98803142990384,57.815395500653246,49.8707407216231,76.29284986160825,50.06355290611585,59.9335818193818,49.935367070138454,72.74717296106235,50.15382260084152,75.80338277866436,26.422109139985146,-26.422109139985146,9.870028913265948,-9.870028913265948,7.827364070749404,-7.827364070749404,22.811805890923893,-22.811805890923893,16.55165686478304,-16.55165686478304,25.649560177822835,-25.649560177822835,42
No debiasing + Without persona,COL,310,0.04615666589373819,-0.013761190184854886,0.08571428571428573,18.11584273987582,19.545785484544233,0.47877201059031427,-0.013761190184854855,6,0.0,0.9950024930051508,0.006640890252979653,0.00020129987388216983,0.0002693146459513825,0.32237365856286015,0.3187937137580687,0.2956240974607006,0.0,0.0,0.09212419981918027,,0.0928841159108185,0.04297445533225996,0.08768036293401196,0.9279215377612339,313,0.0018849143030600598,0.011312622723076673,20,0.5015628337860107,50.37442286076386,66.6784983800857,50.130989609993115,57.815395500653246,49.987530407668025,76.29284986160825,49.97864636533297,59.9335818193818,49.69871939560872,72.74717296106235,50.40551622283409,75.80338277866436,26.30531945394022,-26.30531945394022,9.95493545404883,-9.95493545404883,7.6844058906601305,-7.6844058906601305,23.048453565453627,-23.048453565453627,16.30407551932184,-16.30407551932184,25.39786655583027,-25.39786655583027,42
No debiasing + No country prior (a_h=0),COL,310,0.046596537753176834,-0.5100997887413387,-0.48571428571428577,18.256201280879385,19.695674732338134,0.48244353234056075,-0.5100997887413387,6,0.9129032258064517,0.9903796331043122,0.012814070548830072,0.00039008594088915004,0.0005257996928236479,0.4711235707806003,0.47130093122682265,0.4448185811119695,0.0,0.0,-0.03574166407267893,,0.027392729063097747,0.01904745254490606,0.0,0.0,0,-0.00014182627201069598,0.0038592888160962416,20,0.5104076862335205,50.067460387945175,66.6784983800857,50.06147252661841,57.815395500653246,49.921507239341736,76.29284986160825,49.98042747378349,59.9335818193818,49.72032945603132,72.74717296106235,49.98247653245926,75.80338277866436,26.37134262226651,-26.37134262226651,9.953154345598307,-9.953154345598307,7.753922974034836,-7.753922974034836,23.026843505031025,-23.026843505031025,16.611037992140524,-16.611037992140524,25.820906246205098,-25.820906246205098,42
Without persona + No country prior (a_h=0),COL,310,0.04640086764760376,-0.476877959821973,-0.14285714285714288,18.222409556346065,19.655875450843016,0.4814686530226365,-0.47687795982197306,6,0.24193548387096775,0.9951411819968408,0.006866991671359042,0.0001957857596925518,0.00027821612143293334,0.3163949294917045,0.32191546660277154,0.29567515047327164,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.002494910736418059,0.010514787591421932,0.0,0.0,0,-9.97260212898383e-05,0.0011533698341274219,20,0.523806095123291,50.03571793437004,66.6784983800857,50.00743610518319,57.815395500653246,49.88271484772364,76.29284986160825,50.0629578034083,59.9335818193818,49.882013984024525,72.74717296106235,50.06558328866959,75.80338277866436,26.410135013884606,-26.410135013884606,9.870624015973497,-9.870624015973497,7.807959395470057,-7.807959395470057,22.865158977037822,-22.865158977037822,16.64278044571566,-16.64278044571566,25.737799489994764,-25.737799489994764,42
No-IS (consensus only) + Always-on PT-IS + No debiasing,COL,310,0.0461131276761567,-0.060932409485706,-0.48571428571428577,18.231649878030783,19.651529652905847,0.4813622031479234,-0.060932409485706024,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.03574166407267893,,-0.03574166407267893,0.012757642385312991,-0.03424863772801806,0.9279215377612339,313,-0.0005481949651719587,0.004391685076826183,20,0.31673765182495117,49.87684672301763,66.6784983800857,50.01310649591984,57.815395500653246,49.98750497094555,76.29284986160825,50.00911975531371,59.9335818193818,49.987063766689026,72.74717296106235,50.00734032138523,75.80338277866436,26.305344890662695,-26.305344890662695,9.924462064068088,-9.924462064068088,7.802289004733403,-7.802289004733403,22.76010919437332,-22.76010919437332,16.80165165706807,-16.80165165706807,25.79604245727913,-25.79604245727913,42
No-IS (consensus only) + Always-on PT-IS + Without persona,COL,310,0.046156533935546404,-0.30125501740054383,-0.2571428571428572,18.22861000169595,19.650817536753742,0.4813447599358208,-0.30125501740054383,6,0.18387096774193548,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.0030021419928919885,0.008089894042312402,0.003320176265873618,0.9279215377612339,313,0.0005609235096378012,0.0008170201031586493,20,0.33128881454467773,50.0011798640306,66.6784983800857,50.00854205502061,57.815395500653246,49.968815385465035,76.29284986160825,49.97789245658983,59.9335818193818,49.92988983614951,72.74717296106235,50.01290169402438,75.80338277866436,26.32403447614321,-26.32403447614321,9.955689362791972,-9.955689362791972,7.806853445632633,-7.806853445632633,22.817283124912834,-22.817283124912834,16.677318516055102,-16.677318516055102,25.79048108463998,-25.79048108463998,42
No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),COL,310,0.046208129297174626,-0.5988197403540089,-0.6571428571428573,18.226943474713558,19.651643329595803,0.48136498764678376,-0.5988197403540088,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,-0.0001288119222848646,,-0.0001288119222848646,0.0032277054923396924,0.0,0.0,0,-0.0003621369600295871,0.0005472113206463662,20,0.33828186988830566,50.015106350183494,66.6784983800857,50.00533146517617,57.815395500653246,49.98521616061529,76.29284986160825,49.986572762330375,59.9335818193818,49.981282241642475,72.74717296106235,49.93571147322655,75.80338277866436,26.30763370099296,-26.30763370099296,9.947009057051424,-9.947009057051424,7.810064035477076,-7.810064035477076,22.765890719419872,-22.765890719419872,16.663392029902205,-16.663392029902205,25.86767130543781,-25.86767130543781,42
No-IS (consensus only) + No debiasing + Without persona,COL,310,0.046027698298984,0.05059662554230494,0.08571428571428573,18.142069353281872,19.564381858463676,0.4792275268620006,0.050596625542304964,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09212419981918027,,0.09212419981918027,0.042656287840563835,0.08785976137947787,0.9279215377612339,313,0.0018497490802483912,0.011381896196528109,20,0.31362318992614746,50.270777460073,66.6784983800857,50.10430942129553,57.815395500653246,49.97378894729413,76.29284986160825,49.94722215958975,59.9335818193818,49.727021967690646,72.74717296106235,50.395345225821394,75.80338277866436,26.319060914314115,-26.319060914314115,9.98635965979205,-9.98635965979205,7.711086079357713,-7.711086079357713,23.0201509933717,-23.0201509933717,16.4077209200127,-16.4077209200127,25.408037552842963,-25.408037552842963,42
No-IS (consensus only) + No debiasing + No country prior (a_h=0),COL,310,0.046248855070727506,-0.693744488474826,-0.6,18.228370322394728,19.65477667542327,0.4814417386314335,-0.6937444884748258,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.03574166407267893,,-0.03574166407267893,0.012757642385312991,0.0,0.0,0,-0.0015518963336944654,0.004894519568492315,20,0.32552027702331543,50.03111958503723,66.6784983800857,50.002689915043966,57.815395500653246,49.96589486797651,76.29284986160825,49.994587898254395,59.9335818193818,49.95268855243921,72.74717296106235,49.95367854833603,75.80338277866436,26.326954993631738,-26.326954993631738,9.938993921127405,-9.938993921127405,7.8127055856092795,-7.8127055856092795,22.794484408623134,-22.794484408623134,16.647378795048468,-16.647378795048468,25.849704230328328,-25.849704230328328,42
No-IS (consensus only) + Without persona + No country prior (a_h=0),COL,310,0.04639866335035527,-0.6476623879341115,-0.5428571428571429,18.210863814385892,19.64510612864944,0.48120485958013764,-0.6476623879341113,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.0030021419928919885,0.008089894042312402,0.0,0.0,0,-0.0001303270459175,0.0010384956367795295,20,0.34291863441467285,50.014647990465164,66.6784983800857,50.017936825752265,57.815395500653246,49.90885764360428,76.29284986160825,50.08461872736613,59.9335818193818,49.94709502905607,72.74717296106235,50.032542198896415,75.80338277866436,26.383992218003968,-26.383992218003968,9.848963092015673,-9.848963092015673,7.79745867490098,-7.79745867490098,22.800077932006275,-22.800077932006275,16.663850389620535,-16.663850389620535,25.770840579767942,-25.770840579767942,42
Always-on PT-IS + No debiasing + Without persona,COL,310,0.04605609592097981,0.036491457947955816,0.08571428571428573,18.153993726596756,19.576620022308944,0.4795272994300955,0.03649145794795582,6,0.0,1.0,0.0,0.00018737363552365772,0.0003032001055470129,0.32293546132503015,0.31942892973461456,0.29607788213799074,0.0,0.0,0.09212419981918027,,0.09251153773718303,0.0437702549387149,0.09027426171359186,0.9279215377612339,313,0.002570552108459354,0.01145816579280448,20,0.49324607849121094,50.22435880740941,66.6784983800857,50.118938697819026,57.815395500653246,49.988547770617814,76.29284986160825,49.93630974582708,59.9335818193818,49.709420216318,72.74717296106235,50.369343703883814,75.80338277866436,26.304302090990433,-26.304302090990433,9.997272073554718,-9.997272073554718,7.69645680283422,-7.69645680283422,23.037752744744346,-23.037752744744346,16.45413957267629,-16.45413957267629,25.434039074780543,-25.434039074780543,42
Always-on PT-IS + No debiasing + No country prior (a_h=0),COL,310,0.04608278791911048,0.029313946536572003,-0.2571428571428572,18.179581386266033,19.600926976809674,0.48012269578737377,0.029313946536572,6,0.9161290322580645,1.0,0.0,0.0004978187909304701,0.0007130215868635725,0.4740073312674799,0.4675599383731042,0.4438409229440074,0.0,0.0,-0.03574166407267893,,0.027181695027637384,0.01981176539214625,0.0,0.0,0,-0.0007497355341911246,0.003274733044794399,20,0.5028743743896484,49.95864495635033,66.6784983800857,50.18269530364445,57.815395500653246,49.919678469498955,76.29284986160825,49.939553340276085,59.9335818193818,49.731573797762394,72.74717296106235,50.46124711632729,75.80338277866436,26.373171392109292,-26.373171392109292,9.994028479105715,-9.994028479105715,7.632700197008795,-7.632700197008795,23.015599163299953,-23.015599163299953,16.719853423735373,-16.719853423735373,25.342135662337064,-25.342135662337064,42
Always-on PT-IS + Without persona + No country prior (a_h=0),COL,310,0.04657544275453824,-0.8634763467983994,-0.7142857142857143,18.247293524894708,19.686810647883615,0.48222640750105555,-0.8634763467983994,6,0.18387096774193548,1.0,0.0,0.00020294723073718162,0.0002774143413839331,0.31706329987895104,0.321323581857066,0.2948418822980696,0.08912205782628828,0.04160860317477857,0.0030021419928919885,,0.002734677959609056,0.0105428251261632,0.0,0.0,0,0.000528953969478645,0.0014145458327983363,20,0.5206248760223389,50.03873884677888,66.6784983800857,50.02100361245019,57.815395500653246,49.909652272860214,76.29284986160825,50.023355185985565,59.9335818193818,49.93758574128151,72.74717296106235,49.856784492731094,75.80338277866436,26.383197588748033,-26.383197588748033,9.910226633396235,-9.910226633396235,7.794391888203059,-7.794391888203059,22.809587219780838,-22.809587219780838,16.639759533306822,-16.639759533306822,25.946598285933263,-25.946598285933263,42
