index,country,ablation,delta_jsd_vs_full_mean,delta_jsd_vs_full_std,delta_pearson_r_vs_full_mean,delta_pearson_r_vs_full_std,delta_spearman_rho_vs_full_mean,delta_spearman_rho_vs_full_std,delta_mae_vs_full_mean,delta_mae_vs_full_std,delta_rmse_vs_full_mean,delta_rmse_vs_full_std,delta_mis_vs_full_mean,delta_mis_vs_full_std,jsd_wins,n_seeds
144,COL,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),-1.524633778417911e-05,,0.07775222186706632,,0.0,,0.0018963159072136193,,0.0010871142083388463,,2.662875102554807e-05,,1,1
145,COL,No-IS (consensus only) + Always-on PT-IS + No debiasing,-0.00011024795880210797,,0.6156395527353692,,0.17142857142857149,,0.006602719224439113,,0.000973437518382525,,2.384425216517272e-05,,1,1
146,COL,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),2.5479435768700764e-05,,-0.017172526253750764,,0.05714285714285727,,0.003323163588383693,,0.0042204600358068944,,0.000103379735675313,,0,1
147,COL,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,-0.0001956773359748018,,0.7271685877633801,,0.742857142857143,,-0.08297780552447165,,-0.08617435692378805,,-0.0021108320337576147,,1,1
148,COL,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),-0.0009407462169513311,,0.9728225543166373,,0.8000000000000002,,-0.04916930448250767,,-0.0895214808086493,,-0.0021928194899954456,,1,1
149,COL,No-IS (consensus only) + Always-on PT-IS + Without persona,-6.684169941240103e-05,,0.37531694482053135,,0.4000000000000001,,0.0035628428896075093,,0.0002613213662776559,,6.401040062609109e-06,,1,1
150,COL,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.00017528771539646743,,0.028909574286963724,,0.11428571428571432,,-0.014183344420452215,,-0.005450086738022719,,-0.0001334993156205666,,0,1
151,COL,No-IS (consensus only) + No country prior (a_h=0),-1.524633778417911e-05,,0.07775222186706632,,0.0,,0.0018963159072136193,,0.0010871142083388463,,2.662875102554807e-05,,1,1
152,COL,No-IS (consensus only) + No debiasing,-0.00011024795880210797,,0.6156395527353692,,0.17142857142857149,,0.006602719224439113,,0.000973437518382525,,2.384425216517272e-05,,1,1
153,COL,No-IS (consensus only) + No debiasing + No country prior (a_h=0),2.5479435768700764e-05,,-0.017172526253750764,,0.05714285714285727,,0.003323163588383693,,0.0042204600358068944,,0.000103379735675313,,0,1
154,COL,No-IS (consensus only) + No debiasing + Without persona,-0.0001956773359748018,,0.7271685877633801,,0.742857142857143,,-0.08297780552447165,,-0.08617435692378805,,-0.0021108320337576147,,1,1
155,COL,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),-0.0009407462169513311,,0.9728225543166373,,0.8000000000000002,,-0.04916930448250767,,-0.0895214808086493,,-0.0021928194899954456,,1,1
156,COL,No-IS (consensus only) + Without persona,-6.684169941240103e-05,,0.37531694482053135,,0.4000000000000001,,0.0035628428896075093,,0.0002613213662776559,,6.401040062609109e-06,,1,1
157,COL,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.00017528771539646743,,0.028909574286963724,,0.11428571428571432,,-0.014183344420452215,,-0.005450086738022719,,-0.0001334993156205666,,0,1
158,COL,Without persona,-0.00019825608797773703,,0.9542345357176528,,0.9714285714285715,,0.004687565665783211,,-0.004412356754500024,,-0.00010808022611652479,,1,1
159,COL,Without persona + No country prior (a_h=0),0.00017749201264495584,,0.19969400239910218,,0.5142857142857143,,-0.0026376024602789983,,0.005319235455552018,,0.00013029412687826092,,0,1
160,DEU,Always-on PT-IS,0.00032535756963032736,,-0.7176382361809828,,-0.7428571428571429,,0.0025417605020834344,,0.021194795674727374,,0.0005191643460562556,,0,1
161,DEU,Always-on PT-IS + No country prior (a_h=0),4.367528235786622e-06,,-0.28228634968015565,,-0.34285714285714297,,-0.059201140183532175,,-0.05187755792821491,,-0.0012707354602580212,,0,1
162,DEU,Always-on PT-IS + No debiasing,-0.00512540722541506,,-0.09280275323874299,,-0.11428571428571421,,-0.4439940281178565,,-0.6974270904120168,,-0.017083405043033573,,1,1
163,DEU,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.00014495877251860523,,-0.240572661681681,,-0.7428571428571429,,0.01263023848832745,,0.01899166974898492,,0.00046519900248465085,,0,1
164,DEU,Always-on PT-IS + No debiasing + Without persona,-0.005231750920159407,,-0.09695288129835222,,-0.11428571428571421,,-0.4486724367499697,,-0.7082652707446826,,-0.017348885158586624,,1,1
165,DEU,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),1.563244288984439e-05,,-0.21179590014864513,,-0.6857142857142857,,0.0017087008487237654,,0.0019676482364126002,,4.8197341725009224e-05,,0,1
166,DEU,Always-on PT-IS + Without persona,0.00023007296182139814,,-0.1895261723155155,,-0.34285714285714297,,1.3629324115527197e-05,,0.013345788798318381,,0.00032690372770827203,,0,1
167,DEU,Always-on PT-IS + Without persona + No country prior (a_h=0),0.0001565287157943157,,-0.43014975350500245,,-0.2857142857142857,,0.005699893498952946,,0.01444204505413893,,0.0003537564122492176,,0,1
168,DEU,Full SWA-DPBR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,1
169,DEU,No country prior (a_h=0),0.00022889746548679368,,-0.627248481749914,,-0.7428571428571429,,0.0020481463441406333,,0.015381771594579874,,0.0003767749174674595,,0,1
170,DEU,No debiasing,-0.005112918363425457,,-0.09675754295073835,,-0.11428571428571421,,-0.438119062443203,,-0.6917103668231519,,-0.01694337448510108,,1,1
171,DEU,No debiasing + No country prior (a_h=0),7.160405220452137e-05,,-0.1511935671307264,,-0.4571428571428572,,0.022119146559692382,,0.023404350894612236,,0.0005732871745284251,,0,1
172,DEU,No debiasing + Without persona,-0.005117127554888745,,-0.10036159442892312,,-0.11428571428571421,,-0.444883759151832,,-0.6982425157700902,,-0.017103378803539737,,1,1
173,DEU,No debiasing + Without persona + No country prior (a_h=0),0.00018639166141627694,,-0.3971467686407155,,-0.34285714285714297,,0.028695307504335688,,0.03589399412898331,,0.0008792197044645844,,0,1
174,DEU,No-IS (consensus only),0.00029055882087396234,,-0.3029878680848686,,-0.22857142857142865,,0.016457461265865447,,0.03116514565229167,,0.0007633870460762582,,0,1
175,DEU,No-IS (consensus only) + Always-on PT-IS,0.00029055882087396234,,-0.3029878680848686,,-0.22857142857142865,,0.016457461265865447,,0.03116514565229167,,0.0007633870460762582,,0,1
176,DEU,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.0002776063899539022,,-0.2650293493489956,,-0.34285714285714297,,0.029300418233834336,,0.04157473052079297,,0.0010183687596965196,,0,1
177,DEU,No-IS (consensus only) + Always-on PT-IS + No debiasing,-0.005105295898513801,,-0.09290217583644977,,-0.11428571428571421,,-0.44110403393774433,,-0.6937117934778847,,-0.016992399225718102,,1,1
178,DEU,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.000311339214399145,,-0.013137201398136011,,-0.11428571428571421,,0.030450041045995135,,0.04451726448466431,,0.0010904458273194306,,0,1
179,DEU,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,-0.005164524457559619,,-0.09911548962132166,,-0.11428571428571421,,-0.4489676678095478,,-0.7046384850568792,,-0.017260047415171065,,1,1
180,DEU,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.00019341232788938623,,-0.3850171410292195,,-0.5714285714285714,,0.012347702419720719,,0.02172059444479757,,0.0005320437329968675,,0,1
181,DEU,No-IS (consensus only) + Always-on PT-IS + Without persona,0.00028024717915160757,,-0.5848982830254381,,-0.8571428571428572,,0.006902197384167863,,0.02242860821687387,,0.0005493864577212904,,0,1
182,DEU,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.00022857816310423162,,-0.5899745611598368,,-0.6857142857142857,,-0.010586865177454996,,0.004371035908679488,,0.00010706807623639403,,0,1
183,DEU,No-IS (consensus only) + No country prior (a_h=0),0.0002776063899539022,,-0.2650293493489956,,-0.34285714285714297,,0.029300418233834336,,0.04157473052079297,,0.0010183687596965196,,0,1
184,DEU,No-IS (consensus only) + No debiasing,-0.005105295898513801,,-0.09290217583644977,,-0.11428571428571421,,-0.44110403393774433,,-0.6937117934778847,,-0.016992399225718102,,1,1
185,DEU,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.000311339214399145,,-0.013137201398136011,,-0.11428571428571421,,0.030450041045995135,,0.04451726448466431,,0.0010904458273194306,,0,1
186,DEU,No-IS (consensus only) + No debiasing + Without persona,-0.005164524457559619,,-0.09911548962132166,,-0.11428571428571421,,-0.4489676678095478,,-0.7046384850568792,,-0.017260047415171065,,1,1
187,DEU,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.00019341232788938623,,-0.3850171410292195,,-0.5714285714285714,,0.012347702419720719,,0.02172059444479757,,0.0005320437329968675,,0,1
188,DEU,No-IS (consensus only) + Without persona,0.00028024717915160757,,-0.5848982830254381,,-0.8571428571428572,,0.006902197384167863,,0.02242860821687387,,0.0005493864577212904,,0,1
189,DEU,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.00022857816310423162,,-0.5899745611598368,,-0.6857142857142857,,-0.010586865177454996,,0.004371035908679488,,0.00010706807623639403,,0,1
190,DEU,Without persona,0.00029372341171163274,,-0.5596656247888033,,-0.8,,0.014465287195832843,,0.029543925436012586,,0.0007236754231705333,,0,1
191,DEU,Without persona + No country prior (a_h=0),0.0004557723612089448,,-1.1512592488536266,,-1.2000000000000002,,-0.009198050344974007,,0.018477651535366846,,0.00045260817906589423,,0,1
192,ETH,Always-on PT-IS,-0.00021166418411110166,,1.095220161120275,,0.9714285714285715,,-0.017557718828722813,,-0.02735522415045466,,-0.0006700634096806768,,1,1
193,ETH,Always-on PT-IS + No country prior (a_h=0),-0.00013301755520529757,,0.6820940674341739,,0.22857142857142865,,-0.027293353449611146,,-0.03190967735728023,,-0.0007816242738216683,,1,1
194,ETH,Always-on PT-IS + No debiasing,0.0046909254986716165,,-0.22462216485149544,,0.0,,0.3751040080206103,,0.5945814490304642,,0.014564211606492905,,0,1
195,ETH,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.000670097576341705,,0.40602643380265624,,0.5142857142857143,,0.053802548710905285,,0.08110293045618633,,0.0019866079626208455,,0,1
196,ETH,Always-on PT-IS + No debiasing + Without persona,-0.006185222424014723,,1.5293757137584083,,1.2000000000000002,,-0.38717950763595965,,-0.694730823954135,,-0.017017360272709392,,1,1
197,ETH,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),-0.0009044750481365799,,0.9447259658746883,,0.8571428571428572,,0.08277615425381057,,0.022118363136932828,,0.0005417870363108035,,1,1
198,ETH,Always-on PT-IS + Without persona,-0.00019145701254101588,,0.9098622372719882,,0.5714285714285715,,-0.0029831414758483277,,-0.013766430324675838,,-0.0003372072987501973,,1,1
199,ETH,Always-on PT-IS + Without persona + No country prior (a_h=0),-0.0003114605026167949,,0.9855164458880173,,0.5142857142857143,,-0.004860395599806111,,-0.02278500410006501,,-0.0005581163383236998,,1,1
200,ETH,Full SWA-DPBR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,1
201,ETH,No country prior (a_h=0),-0.00045781987285241355,,1.0053505885623375,,0.8,,-0.021911814754322023,,-0.04596243139923928,,-0.0011258450426580024,,1,1
202,ETH,No debiasing,0.00531284527085317,,-0.2633617097055505,,-0.2857142857142858,,0.32535616644769405,,0.5861774370026644,,0.01435835619388981,,0,1
203,ETH,No debiasing + No country prior (a_h=0),0.0008804554964144118,,0.23946180001439404,,0.11428571428571432,,-0.028042773499020512,,0.023313073611607393,,0.0005710513468439871,,0,1
204,ETH,No debiasing + Without persona,-0.006317035173533256,,1.534280657008133,,1.2000000000000002,,-0.37826870704610016,,-0.6939912565774939,,-0.016999244645677702,,1,1
205,ETH,No debiasing + Without persona + No country prior (a_h=0),-0.000908452704482296,,0.9612308117045394,,0.8571428571428572,,0.07780412223378974,,0.017576738929452773,,0.0004305404171928151,,1,1
206,ETH,No-IS (consensus only),-4.470908199392942e-05,,0.24721827583857964,,0.0,,-0.008509718260842902,,-0.010227800569367673,,-0.00025052892585886166,,1,1
207,ETH,No-IS (consensus only) + Always-on PT-IS,-4.470908199392942e-05,,0.24721827583857964,,0.0,,-0.008509718260842902,,-0.010227800569367673,,-0.00025052892585886166,,1,1
208,ETH,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),-1.5303379192574407e-05,,0.10391508279832529,,0.05714285714285716,,-0.0047259439597731046,,-0.0051038962099951846,,-0.00012501941414599926,,1,1
209,ETH,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.007170001916700128,,-0.2243497796293471,,0.0,,0.44264324744544936,,0.7938297520707707,,0.019444778352134873,,0,1
210,ETH,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),-9.10941767913176e-05,,0.36588244731215724,,0.4571428571428572,,-0.011314341522165705,,-0.015220680411868415,,-0.00037282900547042086,,1,1
211,ETH,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,-0.006291777429067509,,1.536283927016943,,1.2000000000000002,,-0.38643852439092186,,-0.6997452325606517,,-0.01714018769718728,,1,1
212,ETH,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),-0.0008706616728409861,,0.9469547369065489,,0.8571428571428572,,0.08812726649275149,,0.02870719957913792,,0.0007031799091314905,,1,1
213,ETH,No-IS (consensus only) + Always-on PT-IS + Without persona,-0.00019590622732348906,,0.9446238709506145,,0.5714285714285715,,0.0029157759285958207,,-0.008843908623582308,,-0.00021663063459576026,,1,1
214,ETH,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),-0.0003253530470042204,,1.0408814301548692,,0.6285714285714287,,0.006499298858386737,,-0.013309138416715882,,-0.0003260059803701365,,1,1
215,ETH,No-IS (consensus only) + No country prior (a_h=0),-1.5303379192574407e-05,,0.10391508279832529,,0.05714285714285716,,-0.0047259439597731046,,-0.0051038962099951846,,-0.00012501941414599926,,1,1
216,ETH,No-IS (consensus only) + No debiasing,0.007170001916700128,,-0.2243497796293471,,0.0,,0.44264324744544936,,0.7938297520707707,,0.019444778352134873,,0,1
217,ETH,No-IS (consensus only) + No debiasing + No country prior (a_h=0),-9.10941767913176e-05,,0.36588244731215724,,0.4571428571428572,,-0.011314341522165705,,-0.015220680411868415,,-0.00037282900547042086,,1,1
218,ETH,No-IS (consensus only) + No debiasing + Without persona,-0.006291777429067509,,1.536283927016943,,1.2000000000000002,,-0.38643852439092186,,-0.6997452325606517,,-0.01714018769718728,,1,1
219,ETH,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),-0.0008706616728409861,,0.9469547369065489,,0.8571428571428572,,0.08812726649275149,,0.02870719957913792,,0.0007031799091314905,,1,1
220,ETH,No-IS (consensus only) + Without persona,-0.00019590622732348906,,0.9446238709506145,,0.5714285714285715,,0.0029157759285958207,,-0.008843908623582308,,-0.00021663063459576026,,1,1
221,ETH,No-IS (consensus only) + Without persona + No country prior (a_h=0),-0.0003253530470042204,,1.0408814301548692,,0.6285714285714287,,0.006499298858386737,,-0.013309138416715882,,-0.0003260059803701365,,1,1
222,ETH,Without persona,-0.00038219739225367477,,1.2249264972109795,,0.6285714285714287,,0.0018162190389254818,,-0.020439122985447256,,-0.000500654221043284,,1,1
223,ETH,Without persona + No country prior (a_h=0),-0.0003331363671382065,,0.9574828505990959,,0.5142857142857143,,-0.0014606548726305846,,-0.02086045162851846,,-0.000510974622938698,,1,1
224,GBR,Always-on PT-IS,-0.00021383405629161328,,0.4992283702871555,,0.11428571428571428,,0.003621194358409241,,-0.007872079744107197,,-0.0001928257858755389,,1,1
225,GBR,Always-on PT-IS + No country prior (a_h=0),-0.00017813241785142458,,0.36713177220423876,,0.0,,-0.007728236776667785,,-0.016397331936857995,,-0.00040165096388333765,,1,1
226,GBR,Always-on PT-IS + No debiasing,-0.004435824385351013,,0.7069152628363076,,0.742857142857143,,-0.45803063743958106,,-0.6542658873856162,,-0.01602617580204002,,1,1
227,GBR,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.00031051386001088727,,-0.3481434215110445,,-0.6285714285714287,,0.04993954944924539,,0.06123876781726523,,0.0015000373362908936,,0,1
228,GBR,Always-on PT-IS + No debiasing + Without persona,-0.003487745355721765,,0.6718771656079681,,0.4,,-0.37681595832234294,,-0.5294270958737002,,-0.012968262408941111,,1,1
229,GBR,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.0004215210619704299,,-0.0550087507930572,,-0.1142857142857143,,0.07862988332653842,,0.09228328342710768,,0.0022604695618505533,,0,1
230,GBR,Always-on PT-IS + Without persona,-0.00011638409458895188,,0.42819909734888517,,0.4,,-0.010930574643804647,,-0.01593153160151317,,-0.0003902412324472415,,1,1
231,GBR,Always-on PT-IS + Without persona + No country prior (a_h=0),-0.0003238565210937072,,0.5561269096635155,,0.17142857142857143,,-0.025984078946265754,,-0.03995158670672083,,-0.0009786100184602242,,1,1
232,GBR,Full SWA-DPBR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,1
233,GBR,No country prior (a_h=0),-0.0001883044621135005,,0.32051809493653766,,-0.17142857142857146,,-0.012024201635032483,,-0.020507764463072675,,-0.0005023355869969715,,1,1
234,GBR,No debiasing,-0.004404172611835691,,0.702266390946149,,0.742857142857143,,-0.4570712578503482,,-0.6518578144411933,,-0.015967190302267564,,1,1
235,GBR,No debiasing + No country prior (a_h=0),-2.5855521786494196e-05,,0.030206930708782193,,-0.2285714285714286,,0.03873814316715496,,0.033610082638073635,,0.0008232755267606473,,1,1
236,GBR,No debiasing + Without persona,-0.003341434027591725,,0.6655364983867335,,0.4,,-0.36409670299570607,,-0.5100354108102785,,-0.012493265072359816,,1,1
237,GBR,No debiasing + Without persona + No country prior (a_h=0),0.0005435200056927783,,-0.06925790299302373,,-0.1142857142857143,,0.06637734913383042,,0.08701776324398125,,0.002131491185060619,,0,1
238,GBR,No-IS (consensus only),-9.515104184405765e-06,,-0.20168677996649928,,-0.2285714285714286,,0.02235657710355099,,0.01949650132407399,,0.00047756480013483316,,1,1
239,GBR,No-IS (consensus only) + Always-on PT-IS,-9.515104184405765e-06,,-0.20168677996649928,,-0.2285714285714286,,0.02235657710355099,,0.01949650132407399,,0.00047756480013483316,,1,1
240,GBR,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),3.347417920854939e-05,,-0.20679433805673872,,-0.17142857142857146,,0.03321663555864163,,0.031471016329923884,,0.0007708793169510786,,0,1
241,GBR,No-IS (consensus only) + Always-on PT-IS + No debiasing,-0.0037648554018708397,,0.6906302412844634,,0.742857142857143,,-0.38586443634374135,,-0.5519235514635241,,-0.013519310781103577,,1,1
242,GBR,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),2.4525342702821917e-05,,-0.6411624873035258,,-0.6857142857142857,,0.021528023984995315,,0.02049767522095891,,0.0005020884520464675,,0,1
243,GBR,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,-0.0034360985698697957,,0.6667395052998762,,0.4,,-0.38452172046243405,,-0.5337856992247083,,-0.013075025950952668,,1,1
244,GBR,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.0007059463385781783,,-0.15614351912397348,,-0.1142857142857143,,0.06486812877968973,,0.09413260791280109,,0.002305768575438516,,0,1
245,GBR,No-IS (consensus only) + Always-on PT-IS + Without persona,-0.00016700243025555284,,0.6540857740913238,,0.4,,-0.008377256615172968,,-0.01625862896784014,,-0.00039825344888433367,,1,1
246,GBR,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),-0.000188424219780714,,0.6542441936028923,,0.4,,-0.014620603614080352,,-0.02299957126261276,,-0.0005633721389617374,,1,1
247,GBR,No-IS (consensus only) + No country prior (a_h=0),3.347417920854939e-05,,-0.20679433805673872,,-0.17142857142857146,,0.03321663555864163,,0.031471016329923884,,0.0007708793169510786,,0,1
248,GBR,No-IS (consensus only) + No debiasing,-0.0037648554018708397,,0.6906302412844634,,0.742857142857143,,-0.38586443634374135,,-0.5519235514635241,,-0.013519310781103577,,1,1
249,GBR,No-IS (consensus only) + No debiasing + No country prior (a_h=0),2.4525342702821917e-05,,-0.6411624873035258,,-0.6857142857142857,,0.021528023984995315,,0.02049767522095891,,0.0005020884520464675,,0,1
250,GBR,No-IS (consensus only) + No debiasing + Without persona,-0.0034360985698697957,,0.6667395052998762,,0.4,,-0.38452172046243405,,-0.5337856992247083,,-0.013075025950952668,,1,1
251,GBR,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.0007059463385781783,,-0.15614351912397348,,-0.1142857142857143,,0.06486812877968973,,0.09413260791280109,,0.002305768575438516,,0,1
252,GBR,No-IS (consensus only) + Without persona,-0.00016700243025555284,,0.6540857740913238,,0.4,,-0.008377256615172968,,-0.01625862896784014,,-0.00039825344888433367,,1,1
253,GBR,No-IS (consensus only) + Without persona + No country prior (a_h=0),-0.000188424219780714,,0.6542441936028923,,0.4,,-0.014620603614080352,,-0.02299957126261276,,-0.0005633721389617374,,1,1
254,GBR,Without persona,-0.0001640466433706772,,0.6769430327904619,,0.34285714285714286,,-0.0018384291123680896,,-0.010088101461263932,,-0.000247107010535097,,1,1
255,GBR,Without persona + No country prior (a_h=0),-0.0002905377740859069,,0.801442404486401,,0.4571428571428572,,-0.003445322556327568,,-0.018301900668085125,,-0.0004483031795990966,,1,1
256,IDN,Always-on PT-IS,0.0003316874689154106,,-1.2477252194290216,,-1.2000000000000002,,0.05092159477625202,,0.06295305474805346,,0.0015420286188222443,,0,1
257,IDN,Always-on PT-IS + No country prior (a_h=0),5.1951557520496516e-05,,-0.19056211337254814,,-0.057142857142857106,,-0.002245869929954125,,0.0006723759924689432,,1.646978096842e-05,,0,1
258,IDN,Always-on PT-IS + No debiasing,0.005600495433775665,,-1.2340101658433396,,-1.2571428571428573,,0.4505468710679281,,0.6893621445815015,,0.016885855022154006,,0,1
259,IDN,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.0009485214396110081,,-1.370891899443338,,-1.4285714285714286,,0.06664299625003878,,0.10821952572332805,,0.0026508261822815737,,0,1
260,IDN,Always-on PT-IS + No debiasing + Without persona,0.005135722362287737,,-1.2438731194970238,,-1.4285714285714286,,0.42541963539297356,,0.6433540164397726,,0.015758890642475765,,0,1
261,IDN,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.0007442159963268122,,-0.9679887624736145,,-0.8571428571428572,,0.015014189873060246,,0.05121460287489654,,0.001254496444227704,,0,1
262,IDN,Always-on PT-IS + Without persona,-3.73341151795048e-06,,0.09765639308645879,,0.34285714285714286,,0.04545876226678658,,0.04119351654764358,,0.0010090309625261917,,1,1
263,IDN,Always-on PT-IS + Without persona + No country prior (a_h=0),0.00034819166145402813,,-0.8789729330809701,,-0.7428571428571429,,0.019658915965674595,,0.03580484538572648,,0.0008770360151428291,,0,1
264,IDN,Full SWA-DPBR,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,1
265,IDN,No country prior (a_h=0),0.00030018071442342725,,-0.8082752059307435,,-0.8,,0.036896819308985584,,0.04869584795972415,,0.001192799800934674,,0,1
266,IDN,No debiasing,0.0054675180253196745,,-1.2408915278761616,,-1.2571428571428573,,0.4460971062489669,,0.6787807086061619,,0.01662666383329886,,0,1
267,IDN,No debiasing + No country prior (a_h=0),0.0003612736360213212,,-0.8635214756308873,,-0.5142857142857143,,-0.014630055438320966,,0.004513900538597682,,0.00011056753069232927,,0,1
268,IDN,No debiasing + Without persona,0.005039808909046685,,-1.2369443186073377,,-1.3714285714285714,,0.4126464794114213,,0.6270750993378051,,0.015360140237826947,,0,1
269,IDN,No debiasing + Without persona + No country prior (a_h=0),0.000769972329712855,,-0.9782536855355163,,-0.6285714285714286,,0.017788990534835847,,0.05503190876885,,0.001348000960550766,,0,1
270,IDN,No-IS (consensus only),0.0002242617765721988,,-1.0276554391969093,,-0.7428571428571429,,0.035138057779988685,,0.04307454902958696,,0.0010551066602298986,,0,1
271,IDN,No-IS (consensus only) + Always-on PT-IS,0.0002242617765721988,,-1.0276554391969093,,-0.7428571428571429,,0.035138057779988685,,0.04307454902958696,,0.0010551066602298986,,0,1
272,IDN,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.0002303203598509676,,-0.9104129036517719,,-0.5714285714285715,,0.0324906987991298,,0.04095914745445839,,0.0010032901156283858,,0,1
273,IDN,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.005539353692564225,,-1.2232340005886535,,-1.2571428571428573,,0.45988855270151774,,0.6944506695231034,,0.017010497918657497,,0,1
274,IDN,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.00016276871618253058,,-0.635632668408374,,-0.34285714285714286,,0.02288893889741317,,0.028936485850287852,,0.0007087962528247727,,0,1
275,IDN,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,0.005162901574016568,,-1.246494236155824,,-1.2571428571428573,,0.4278158440676414,,0.6469157000437242,,0.015846133717025035,,0,1
276,IDN,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.0006871502758593398,,-0.9951535821544133,,-0.8571428571428572,,-0.005010530558497095,,0.030242690531625982,,0.0007407916025138905,,0,1
277,IDN,No-IS (consensus only) + Always-on PT-IS + Without persona,0.00020499890469938276,,-0.991458491661553,,-0.6857142857142857,,0.0411371028431482,,0.04766971693927147,,0.0011676648268411638,,0,1
278,IDN,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.00017009223944158824,,-0.6076273781288517,,-0.5142857142857143,,0.017635240117108708,,0.024811271564157522,,0.0006077495520180332,,0,1
279,IDN,No-IS (consensus only) + No country prior (a_h=0),0.0002303203598509676,,-0.9104129036517719,,-0.5714285714285715,,0.0324906987991298,,0.04095914745445839,,0.0010032901156283858,,0,1
280,IDN,No-IS (consensus only) + No debiasing,0.005539353692564225,,-1.2232340005886535,,-1.2571428571428573,,0.45988855270151774,,0.6944506695231034,,0.017010497918657497,,0,1
281,IDN,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.00016276871618253058,,-0.635632668408374,,-0.34285714285714286,,0.02288893889741317,,0.028936485850287852,,0.0007087962528247727,,0,1
282,IDN,No-IS (consensus only) + No debiasing + Without persona,0.005162901574016568,,-1.246494236155824,,-1.2571428571428573,,0.4278158440676414,,0.6469157000437242,,0.015846133717025035,,0,1
283,IDN,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.0006871502758593398,,-0.9951535821544133,,-0.8571428571428572,,-0.005010530558497095,,0.030242690531625982,,0.0007407916025138905,,0,1
284,IDN,No-IS (consensus only) + Without persona,0.00020499890469938276,,-0.991458491661553,,-0.6857142857142857,,0.0411371028431482,,0.04766971693927147,,0.0011676648268411638,,0,1
285,IDN,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.00017009223944158824,,-0.6076273781288517,,-0.5142857142857143,,0.017635240117108708,,0.024811271564157522,,0.0006077495520180332,,0,1
286,IDN,Without persona,0.00022211869462353262,,-0.9413242210854544,,-0.8,,0.05729129509216335,,0.06319193400114642,,0.0015478799416243638,,0,1
287,IDN,Without persona + No country prior (a_h=0),6.414561867359309e-05,,-0.4084271087031797,,-0.34285714285714286,,0.033466193855627324,,0.03410951558273112,,0.0008355090855120539,,0,1
288,IRN,Always-on PT-IS,-0.0003727601938974118,,1.1636085982204554,,1.2571428571428571,,-0.02833431972858591,,-0.046730918406343136,,-0.0011446690530717563,,1,1
